From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ABB58382.1	Q31KN7	unreviewed	Q31KN7_SYNE7	Ribosome hibernation promoting factor (HPF)	hpf Synpcc7942_2352	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	207
ABB58383.1	Q31KN6	reviewed	LIPB_SYNE7	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB Synpcc7942_2353	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	233
ABB58384.1	Q31KN5	unreviewed	Q31KN5_SYNE7	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Synpcc7942_2354	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	174
ABB58385.1	Q31KN4	unreviewed	Q31KN4_SYNE7	Phasin family protein	Synpcc7942_2355	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	107
ABB58386.1	Q31KN3	unreviewed	Q31KN3_SYNE7	Transcriptional regulator, Crp/Fnr family	Synpcc7942_2356	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	208
ABB58387.1	Q31KN2	unreviewed	Q31KN2_SYNE7	Glycosyl hydrolase-like 10 domain-containing protein	Synpcc7942_2357	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	481
ABB58388.1	Q31KN1	unreviewed	Q31KN1_SYNE7	Nitrilase-like	Synpcc7942_2358	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	276
ABB58389.1	Q31KN0	unreviewed	Q31KN0_SYNE7	Na+/H+ antiporter	Synpcc7942_2359	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	460
ABB58390.1	Q31KM9	unreviewed	Q31KM9_SYNE7	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Synpcc7942_2360	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	344
ABB58391.1	Q31KM8	unreviewed	Q31KM8_SYNE7	Glutamate racemase (EC 5.1.1.3)	murI Synpcc7942_2361	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	289
ABB58392.1	Q31KM7	unreviewed	Q31KM7_SYNE7	Trans-hexaprenyltranstransferase (EC 2.5.1.30)	Synpcc7942_2362	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	323
ABB58393.1	Q31KM6	unreviewed	Q31KM6_SYNE7	Uncharacterized protein	Synpcc7942_2363	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	123
ABB58394.1	Q31KM5	unreviewed	Q31KM5_SYNE7	DUF1802 family protein	Synpcc7942_2364	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	201
ABB58395.1	Q31KM4	reviewed	RF3_SYNE7	Peptide chain release factor 3 (RF-3)	prfC Synpcc7942_2365	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	556
ABB58396.1	Q31KM3	unreviewed	Q31KM3_SYNE7	Nif11 domain-containing protein	Synpcc7942_2366	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	92
ABB58397.1	Q31KM2	unreviewed	Q31KM2_SYNE7	Uncharacterized protein	Synpcc7942_2367	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	167
ABB58398.1	Q31KM1	unreviewed	Q31KM1_SYNE7	Secretion protein HlyD	Synpcc7942_2368	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	376
ABB58399.1	Q31KM0	unreviewed	Q31KM0_SYNE7	Hydrophobe/amphiphile efflux-1 HAE1	Synpcc7942_2369	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1056
ABB58400.1	Q31KL9	unreviewed	Q31KL9_SYNE7	Uncharacterized protein	Synpcc7942_2370	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	69
ABB58401.1	Q31KL8	unreviewed	Q31KL8_SYNE7	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	Synpcc7942_2371	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	264
ABB58402.1	Q31KL7	unreviewed	Q31KL7_SYNE7	DUF1611 domain-containing protein	Synpcc7942_2372	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	349
ABB58403.1	Q31KL6	unreviewed	Q31KL6_SYNE7	Dipeptide epimerase (EC 5.1.1.-)	Synpcc7942_2373	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	344
ABB58404.1	Q31KL5	reviewed	MIAB_SYNE7	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB Synpcc7942_2374	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	452
ABB58405.1	Q31KL4	reviewed	DDL_SYNE7	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl Synpcc7942_2375	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	347
ABB58406.1	Q31KL3	unreviewed	Q31KL3_SYNE7	Uncharacterized protein	Synpcc7942_2376	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	136
ABB58407.1	Q31KL2	unreviewed	Q31KL2_SYNE7	Cell division protein FtsQ	Synpcc7942_2377	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	282
ABB58408.1	O85785	unreviewed	O85785_SYNE7	Cell division protein FtsZ	ftsZ Synpcc7942_2378	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	393
ABB58409.1	O85786	reviewed	THID_SYNE7	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD Synpcc7942_2379	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	263
ABB58410.1	Q31KK9	unreviewed	Q31KK9_SYNE7	Uncharacterized protein	Synpcc7942_2380	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	142
ABB58411.1	Q31KK8	reviewed	PANB_SYNE7	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB Synpcc7942_2381	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	268
ABB58412.1	Q31KK7	unreviewed	Q31KK7_SYNE7	Heme chaperone HemW	Synpcc7942_2382	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	396
ABB58413.1	Q31KK6	unreviewed	Q31KK6_SYNE7	Nucleotide binding protein, PINc	Synpcc7942_2383	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	383
ABB58414.1	Q31KK5	unreviewed	Q31KK5_SYNE7	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	Synpcc7942_2384	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1196
ABB58415.1	Q31KK4	unreviewed	Q31KK4_SYNE7	Dihydroorotate dehydrogenase domain-containing protein	Synpcc7942_2385	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	340
ABB58416.1	Q31KK3	unreviewed	Q31KK3_SYNE7	Hydrogenase expression/formation protein HypD	Synpcc7942_2386	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	367
ABB58417.1	Q31KK2	unreviewed	Q31KK2_SYNE7	Cytochrome c domain-containing protein	Synpcc7942_2387	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	671
ABB58418.1	Q31KK1	unreviewed	Q31KK1_SYNE7	Oxalate decarboxylase (EC 4.1.1.2)	Synpcc7942_2388	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	389
ABB58419.1	Q31KK0	unreviewed	Q31KK0_SYNE7	Heat shock protein DnaJ-like	Synpcc7942_2389	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	266
ABB58420.1	Q31KJ9	unreviewed	Q31KJ9_SYNE7	5-oxoprolinase (ATP-hydrolyzing) (EC 3.5.2.9)	Synpcc7942_2390	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1229
ABB58421.1	Q31KJ8	unreviewed	Q31KJ8_SYNE7	Oxidoreductase-like	Synpcc7942_2391	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	206
ABB58422.1	Q31KJ7	unreviewed	Q31KJ7_SYNE7	AAA domain-containing protein	Synpcc7942_2392	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	486
ABB58423.1	Q8L1E5	reviewed	SYE_SYNE7	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX Synpcc7942_2393	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	481
ABB58424.1	Q8L1E4	unreviewed	Q8L1E4_SYNE7	Na+/H+ antiporter (Putative Na/H antiporter)	nha Synpcc7942_2394	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	593
ABB58425.1	Q31KJ4	unreviewed	Q31KJ4_SYNE7	Uncharacterized protein	Synpcc7942_2395	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	83
ABB58426.1	Q31KJ3	unreviewed	Q31KJ3_SYNE7	HAD-superfamily phosphatase subfamily IIIA	Synpcc7942_2396	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	183
ABB58427.1	Q31KJ2	unreviewed	Q31KJ2_SYNE7	DUF3727 domain-containing protein	Synpcc7942_2397	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	175
ABB58428.1	Q31KJ1	reviewed	YQGF_SYNE7	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	Synpcc7942_2398	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	149
ABB58429.1	Q31KJ0	unreviewed	Q31KJ0_SYNE7	N-acetyltransferase domain-containing protein	Synpcc7942_2399	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	392
ABB58430.1	Q31KI9	unreviewed	Q31KI9_SYNE7	F420-0:Gamma-glutamyl ligase	Synpcc7942_2400	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	385
ABB58431.1	Q31KI8	unreviewed	Q31KI8_SYNE7	Heat shock protein Hsp20	Synpcc7942_2401	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	163
ABB58432.1	Q31KI7	unreviewed	Q31KI7_SYNE7	Agmatine deiminase	Synpcc7942_2402	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	376
ABB58433.1	Q31KI6	unreviewed	Q31KI6_SYNE7	DUF2470 domain-containing protein	Synpcc7942_2403	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	94
ABB58434.1	Q31KI5	unreviewed	Q31KI5_SYNE7	Phosphoribosyltransferase domain-containing protein	Synpcc7942_2404	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	246
ABB58435.1	Q31KI4	unreviewed	Q31KI4_SYNE7	PPC domain-containing protein	Synpcc7942_2405	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	84
ABB58436.1	Q31KI3	unreviewed	Q31KI3_SYNE7	FAD dependent oxidoreductase	Synpcc7942_2406	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	379
ABB58437.1	Q31KI2	unreviewed	Q31KI2_SYNE7	AhpC/TSA antioxidant enzyme domain-containing protein	Synpcc7942_2407	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	259
ABB58438.1	Q31KI1	unreviewed	Q31KI1_SYNE7	Endoribonuclease L-PSP	Synpcc7942_2408	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	128
ABB58439.1	Q31KI0	reviewed	PURA_SYNE7	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Synpcc7942_2409	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	444
ABB58440.1	Q31KH9	unreviewed	Q31KH9_SYNE7	Adenosine deaminase (EC 3.5.4.4)	Synpcc7942_2410	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	344
ABB58441.1	Q31KH8	unreviewed	Q31KH8_SYNE7	Bacterial Pleckstrin homology domain-containing protein	Synpcc7942_2411	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	94
ABB58442.1	Q31KH7	unreviewed	Q31KH7_SYNE7	SPFH domain, Band 7 family protein	Synpcc7942_2412	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	270
ABB58443.1	Q31KH6	unreviewed	Q31KH6_SYNE7	Uncharacterized protein	Synpcc7942_2413	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	82
ABB58444.1	Q31KH5	unreviewed	Q31KH5_SYNE7	Methyltransferase domain-containing protein	Synpcc7942_2414	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	351
ABB58445.1	Q31KH4	reviewed	SYK_SYNE7	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS Synpcc7942_2415	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	504
ABB58446.1	Q31KH3	unreviewed	Q31KH3_SYNE7	Two component transcriptional regulator, winged helix family	Synpcc7942_2416	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	255
ABB58447.1	Q31KH2	unreviewed	Q31KH2_SYNE7	Transcriptional regulator, ABC transporter	Synpcc7942_2417	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	421
ABB58448.1	P52691	reviewed	LRRA_SYNE7	Probable HTH-type transcriptional regulator LrrA	lrrA Synpcc7942_2418	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	294
ABB58449.1	Q31KH0	unreviewed	Q31KH0_SYNE7	Redox protein	Synpcc7942_2419	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	174
ABB58450.1	Q56002	reviewed	CYSE_SYNE7	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE Synpcc7942_2420	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	244
ABB58451.1	Q31KG8	unreviewed	Q31KG8_SYNE7	High-affinity iron transporter	Synpcc7942_2421	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	305
ABB58452.1	Q31KG7	unreviewed	Q31KG7_SYNE7	Uncharacterized protein	Synpcc7942_2422	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	288
ABB58453.1	Q31KG6	reviewed	MNMG_SYNE7	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA Synpcc7942_2423	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	635
ABB58454.1	Q31KG5	unreviewed	Q31KG5_SYNE7	Glycerophosphoryl diester phosphodiesterase membrane domain-containing protein	Synpcc7942_2424	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	267
ABB58455.1	Q31KG4	unreviewed	Q31KG4_SYNE7	Chaperon-like protein for quinone binding in photosystem II	Synpcc7942_2425	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	320
ABB58456.1	Q31KG3	reviewed	PETM_SYNE7	Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII)	petM Synpcc7942_2426	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	37
ABB58457.1	Q31KG2	unreviewed	Q31KG2_SYNE7	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	Synpcc7942_2427	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	280
ABB58458.1	Q31KG1	unreviewed	Q31KG1_SYNE7	Biopolymer transport ExbD like protein	Synpcc7942_2428	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	148
ABB58459.1	Q31KG0	unreviewed	Q31KG0_SYNE7	Biopolymer transport ExbB like protein	Synpcc7942_2429	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	216
ABB58460.1	Q31KF9	unreviewed	Q31KF9_SYNE7	N(2),N(2)-dimethylguanosine tRNA methyltransferase	Synpcc7942_2430	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	381
ABB58461.1	Q31KF8	unreviewed	Q31KF8_SYNE7	DUF2157 domain-containing protein	Synpcc7942_2431	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1269
ABB58462.1	Q31KF7	unreviewed	Q31KF7_SYNE7	Putative restriction endonuclease domain-containing protein	Synpcc7942_2432	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	202
ABB58463.1	Q31KF6	unreviewed	Q31KF6_SYNE7	AB hydrolase-1 domain-containing protein	Synpcc7942_2433	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	306
ABB58464.1	Q31KF5	unreviewed	Q31KF5_SYNE7	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	Synpcc7942_2434	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	172
ABB58465.1	Q31KF4	unreviewed	Q31KF4_SYNE7	SAM-dependent methyltransferase	Synpcc7942_2435	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	206
ABB58466.1	Q31KF3	unreviewed	Q31KF3_SYNE7	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA Synpcc7942_2436	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	198
ABB58467.1	Q31KF2	unreviewed	Q31KF2_SYNE7	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS Synpcc7942_2437	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	954
ABB58468.1	Q31KF1	unreviewed	Q31KF1_SYNE7	CheA signal transduction histidine kinases, no good domain identification	Synpcc7942_2438	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	477
ABB58469.1	Q31KF0	unreviewed	Q31KF0_SYNE7	Beta-carotene hydroxylase	Synpcc7942_2439	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	331
ABB58470.1	Q31KE9	reviewed	PNP_SYNE7	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp Synpcc7942_2440	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	716
ABB58471.1	Q31KE8	reviewed	PSTB_SYNE7	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB Synpcc7942_2441	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	264
ABB58472.1	Q31KE7	unreviewed	Q31KE7_SYNE7	Phosphate transport system permease protein PstA	Synpcc7942_2442	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	303
ABB58473.1	Q31KE6	unreviewed	Q31KE6_SYNE7	Phosphate transport system permease protein	Synpcc7942_2443	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	310
ABB58474.1	Q31KE5	unreviewed	Q31KE5_SYNE7	Phosphate-binding protein	Synpcc7942_2444	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	337
ABB58475.1	P39665	reviewed	SPHX_SYNE7	Protein SphX	sphX Synpcc7942_2445	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	337
ABB58476.1	Q31KE3	unreviewed	Q31KE3_SYNE7	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map Synpcc7942_2446	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	277
ABB58477.1	Q31KE2	unreviewed	Q31KE2_SYNE7	Uncharacterized protein	Synpcc7942_2447	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	73
ABB58478.1	Q31KE1	unreviewed	Q31KE1_SYNE7	GTPase HflX (GTP-binding protein HflX)	hflX Synpcc7942_2448	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	535
ABB58479.1	Q31KE0	unreviewed	Q31KE0_SYNE7	1-Cys peroxiredoxin (EC 1.11.1.24)	Synpcc7942_2449	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	211
ABB58480.1	Q31KD9	unreviewed	Q31KD9_SYNE7	General secretion pathway protein D	Synpcc7942_2450	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	771
ABB58481.1	Q31KD8	unreviewed	Q31KD8_SYNE7	Type IV pilus assembly protein PilO	Synpcc7942_2451	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	264
ABB58482.1	Q31KD7	unreviewed	Q31KD7_SYNE7	Tfp pilus assembly protein PilN-like	Synpcc7942_2452	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	238
ABB58483.1	Q31KD6	unreviewed	Q31KD6_SYNE7	Type IV pilus assembly protein PilM	Synpcc7942_2453	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	359
ABB58484.1	Q31KD5	unreviewed	Q31KD5_SYNE7	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Synpcc7942_2454	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	424
ABB58485.1	Q31KD4	unreviewed	Q31KD4_SYNE7	DUF3038 domain-containing protein	Synpcc7942_2455	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	210
ABB58486.1	Q31KD3	unreviewed	Q31KD3_SYNE7	DUF4335 domain-containing protein	Synpcc7942_2456	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	316
ABB58487.1	Q31KD2	reviewed	SYGA_SYNE7	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ Synpcc7942_2457	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	292
ABB58488.1	Q31KD1	unreviewed	Q31KD1_SYNE7	ComEC/Rec2-related protein	Synpcc7942_2458	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	724
ABB58489.1	Q31KD0	unreviewed	Q31KD0_SYNE7	SynR	synR Synpcc7942_2459	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	362
ABB58490.1	Q31KC9	unreviewed	Q31KC9_SYNE7	Cytosine-specific methyltransferase (EC 2.1.1.37)	Synpcc7942_2460	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	424
ABB58491.1	Q31KC8	unreviewed	Q31KC8_SYNE7	Agmatine deiminase	Synpcc7942_2461	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	477
ABB58492.1	Q31KC7	reviewed	PSK_SYNE7	D-ribulose kinase (D-ribulokinase) (EC 2.7.1.47) (Probable sugar kinase) (SePSK)	PSK Synpcc7942_2462	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	426
ABB58493.1	Q31KC6	reviewed	METK_SYNE7	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK Synpcc7942_2463	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	417
