gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
Synpcc7942_1972,Synpcc7942_1972,100,255,0,0,1,255,1,255,0,514,255,1,<=>
Synpcc7942_1973,Synpcc7942_1973,100,389,0,0,1,389,1,389,0,795,389,1,<=>
Synpcc7942_1974,Synpcc7942_1974,100,278,0,0,1,278,1,278,0,548,278,1,<=>
Synpcc7942_1975,Synpcc7942_1975,100,117,0,0,1,117,1,117,2.72E-81,230,117,1,<=>
Synpcc7942_1976,Synpcc7942_1976,100,534,0,0,1,534,1,534,0,1068,534,1,<=>
Synpcc7942_1977,Synpcc7942_1977,100,665,0,0,1,665,1,665,0,1337,665,1,<=>
Synpcc7942_1978,Synpcc7942_1978,100,111,0,0,1,111,1,111,2.17E-81,230,111,1,<=>
Synpcc7942_1979,Synpcc7942_1979,100,240,0,0,1,240,1,240,4.75E-173,472,240,1,<=>
Synpcc7942_1980,Synpcc7942_1980,100,329,0,0,1,329,1,329,0,669,329,1,<=>
Synpcc7942_1981,Synpcc7942_1981,100,202,0,0,1,202,1,202,5.16E-145,398,202,1,<=>
Synpcc7942_1982,Synpcc7942_1982,100,110,0,0,1,110,1,110,4.46E-80,226,110,1,<=>
Synpcc7942_1983,Synpcc7942_1983,100,474,0,0,1,474,1,474,0,979,474,1,<=>
Synpcc7942_1984,Synpcc7942_1984,100,308,0,0,1,308,1,308,0,631,308,1,<=>
Synpcc7942_1985,Synpcc7942_1985,100,297,0,0,1,297,1,297,0,606,297,1,<=>
Synpcc7942_1986,Synpcc7942_1986,100,440,0,0,1,440,1,440,0,894,440,1,<=>
Synpcc7942_1987,Synpcc7942_1987,100,104,0,0,1,104,1,104,1.39E-72,207,104,1,<=>
Synpcc7942_1988,Synpcc7942_1988,100,377,0,0,1,377,1,377,0,773,377,1,<=>
Synpcc7942_1989,Synpcc7942_1989,100,303,0,0,1,303,1,303,0,607,303,1,<=>
Synpcc7942_1990,Synpcc7942_1990,100,220,0,0,1,220,1,220,1.47E-155,426,220,1,<=>
Synpcc7942_1991,Synpcc7942_1991,100,133,0,0,1,133,1,133,1.08E-92,260,133,1,<=>
Synpcc7942_1992,Synpcc7942_1992,100,348,0,0,1,348,1,348,0,704,348,1,<=>
Synpcc7942_1993,Synpcc7942_1993,100,206,0,0,1,206,1,206,3.71E-152,416,206,1,<=>
Synpcc7942_1994,Synpcc7942_1994,100,238,0,0,1,238,1,238,4.44E-174,474,238,1,<=>
Synpcc7942_1995,Synpcc7942_1995,100,211,0,0,1,211,1,211,1.64E-159,436,211,1,<=>
Synpcc7942_1996,Synpcc7942_1996,100,116,0,0,1,116,1,116,1.24E-83,236,116,1,<=>
Synpcc7942_1997,Synpcc7942_1997,100,72,0,0,1,72,1,72,2.72E-49,146,72,1,<=>
Synpcc7942_1998,Synpcc7942_1998,100,195,0,0,1,195,1,195,2.99E-143,393,195,1,<=>
Synpcc7942_1999,Synpcc7942_1999,100,95,0,0,1,95,1,95,7.34E-67,192,95,1,<=>
Synpcc7942_2000,Synpcc7942_2000,100,740,0,0,1,740,1,740,0,1504,740,1,<=>
Synpcc7942_2001,Synpcc7942_2001,100,272,0,0,1,272,1,272,0,534,272,1,<=>
Synpcc7942_2002,Synpcc7942_2002,100,236,0,0,1,236,1,236,1.1E-173,473,236,1,<=>
Synpcc7942_2003,Synpcc7942_2003,100,237,0,0,1,237,1,237,7.2E-174,474,237,1,<=>
Synpcc7942_2004,Synpcc7942_2004,100,196,0,0,1,196,1,196,2.52E-142,391,196,1,<=>
Synpcc7942_2005,Synpcc7942_2005,100,273,0,0,1,273,1,273,0,533,273,1,<=>
Synpcc7942_2006,Synpcc7942_2006,100,228,0,0,1,228,1,228,5.84E-155,426,228,1,<=>
Synpcc7942_2007,Synpcc7942_2007,100,166,0,0,1,166,1,166,1.96E-124,343,166,1,<=>
Synpcc7942_2008,Synpcc7942_2008,100,160,0,0,1,160,1,160,6.96E-120,331,160,1,<=>
Synpcc7942_2009,Synpcc7942_2009,100,922,0,0,1,922,1,922,0,1773,922,1,<=>
Synpcc7942_2010,Synpcc7942_2010,100,215,0,0,1,215,1,215,1.11E-163,446,215,1,<=>
Synpcc7942_2011,Synpcc7942_2011,100,393,0,0,1,393,1,393,0,809,393,1,<=>
Synpcc7942_2012,Synpcc7942_2012,100,407,0,0,1,407,1,407,0,820,407,1,<=>
Synpcc7942_2013,Synpcc7942_2013,100,175,0,0,1,175,1,175,3.23E-125,346,175,1,<=>
Synpcc7942_2014,Synpcc7942_2014,100,197,0,0,1,197,1,197,3.21E-140,385,197,1,<=>
Synpcc7942_2015,Synpcc7942_2015,100,277,0,0,1,277,1,277,0,545,277,1,<=>
Synpcc7942_2016,Synpcc7942_2016,100,39,0,0,1,39,1,39,1.84E-22,75.9,39,1,<=>
Synpcc7942_2017,Synpcc7942_2017,100,97,0,0,1,97,1,97,6.23E-64,185,97,1,<=>
Synpcc7942_2018,Synpcc7942_2018,100,81,0,0,1,81,1,81,8.63E-55,160,81,1,<=>
Synpcc7942_2019,Synpcc7942_2019,100,289,0,0,1,289,1,289,0,558,289,1,<=>
Synpcc7942_2020,Synpcc7942_2020,100,1030,0,0,1,1030,1,1030,0,2042,1030,1,<=>
Synpcc7942_2021,Synpcc7942_2021,100,97,0,0,1,97,1,97,1.46E-68,196,97,1,<=>
Synpcc7942_2022,Synpcc7942_2022,100,441,0,0,1,441,1,441,0,874,441,1,<=>
Synpcc7942_2023,Synpcc7942_2023,100,153,0,0,1,153,1,153,4.42E-110,306,153,1,<=>
Synpcc7942_2024,Synpcc7942_2024,100,290,0,0,1,290,1,290,0,587,290,1,<=>
Synpcc7942_2025,Synpcc7942_2025,100,361,0,0,1,361,1,361,0,743,361,1,<=>
Synpcc7942_2026,Synpcc7942_2026,100,467,0,0,1,467,1,467,0,943,467,1,<=>
Synpcc7942_2027,Synpcc7942_2027,100,247,0,0,1,247,1,247,0,507,247,1,<=>
Synpcc7942_2028,Synpcc7942_2028,100,353,0,0,1,353,1,353,0,724,353,1,<=>
Synpcc7942_2029,Synpcc7942_2029,100,528,0,0,1,528,1,528,0,1068,528,1,<=>
Synpcc7942_2030,Synpcc7942_2030,100,250,0,0,1,250,1,250,0,509,250,1,<=>
Synpcc7942_2031,Synpcc7942_2031,100,193,0,0,1,193,1,193,3.01E-146,400,193,1,<=>
Synpcc7942_2032,Synpcc7942_2032,100,396,0,0,1,396,1,396,0,754,396,1,<=>
Synpcc7942_2033,Synpcc7942_2033,100,230,0,0,1,230,1,230,1.24E-169,462,230,1,<=>
Synpcc7942_2034,Synpcc7942_2034,100,412,0,0,1,412,1,412,0,832,412,1,<=>
Synpcc7942_2035,Synpcc7942_2035,100,345,0,0,1,345,1,345,0,717,345,1,<=>
Synpcc7942_2036,Synpcc7942_2036,100,334,0,0,1,334,1,334,0,692,334,1,<=>
Synpcc7942_2037,Synpcc7942_2037,100,214,0,0,1,214,1,214,5.21E-151,414,214,1,<=>
Synpcc7942_2038,Synpcc7942_2038,100,230,0,0,1,230,1,230,1.37E-171,468,230,1,<=>
Synpcc7942_2039,Synpcc7942_2039,100,268,0,0,1,268,1,268,0,505,268,1,<=>
Synpcc7942_2040,Synpcc7942_2040,100,236,0,0,1,236,1,236,9.18E-179,486,236,1,<=>
Synpcc7942_2041,Synpcc7942_2041,100,540,0,0,1,540,1,540,0,1037,540,1,<=>
Synpcc7942_2042,Synpcc7942_2042,100,108,0,0,1,108,1,108,1.02E-76,218,108,1,<=>
Synpcc7942_2043,Synpcc7942_2043,100,139,0,0,1,139,1,139,1.42E-101,283,139,1,<=>
Synpcc7942_2044,Synpcc7942_2044,100,337,0,0,1,337,1,337,0,662,337,1,<=>
Synpcc7942_2045,Synpcc7942_2045,100,1195,0,0,1,1195,1,1195,0,2335,1195,1,<=>
Synpcc7942_2046,Synpcc7942_2046,100,129,0,0,1,129,1,129,1.21E-91,257,129,1,<=>
Synpcc7942_2047,Synpcc7942_2047,100,953,0,0,1,953,1,953,0,1957,953,1,<=>
Synpcc7942_2048,Synpcc7942_2048,100,734,0,0,1,734,1,734,0,1490,734,1,<=>
Synpcc7942_2049,Synpcc7942_2049,100,763,0,0,1,763,1,763,0,1542,763,1,<=>
Synpcc7942_2050,Synpcc7942_2050,100,487,0,0,1,487,1,487,0,984,487,1,<=>
Synpcc7942_2051,Synpcc7942_2051,100,480,0,0,1,480,1,480,0,960,480,1,<=>
Synpcc7942_2052,Synpcc7942_2052,100,290,0,0,1,290,1,290,0,562,290,1,<=>
Synpcc7942_2053,Synpcc7942_2053,100,643,0,0,1,643,1,643,0,1305,643,1,<=>
Synpcc7942_2054,Synpcc7942_2054,100,313,0,0,1,313,1,313,0,644,313,1,<=>
Synpcc7942_2055,Synpcc7942_2055,100,414,0,0,1,414,1,414,0,824,414,1,<=>
Synpcc7942_2056,Synpcc7942_2056,100,125,0,0,1,125,1,125,3.65E-91,256,125,1,<=>
Synpcc7942_2057,Synpcc7942_2057,100,210,0,0,1,210,1,210,1.65E-144,397,210,1,<=>
Synpcc7942_2058,Synpcc7942_2058,100,264,0,0,1,264,1,264,0,517,264,1,<=>
Synpcc7942_2059,Synpcc7942_2059,100,191,0,0,1,191,1,191,3.81E-144,395,191,1,<=>
Synpcc7942_2060,Synpcc7942_2060,100,221,0,0,1,221,1,221,1.74E-161,441,221,1,<=>
Synpcc7942_2061,Synpcc7942_2061,100,89,0,0,1,89,1,89,2.66E-63,182,89,1,<=>
Synpcc7942_2062,Synpcc7942_2062,100,411,0,0,1,411,1,411,0,848,411,1,<=>
Synpcc7942_2063,Synpcc7942_2063,100,258,0,0,1,258,1,258,0,526,258,1,<=>
Synpcc7942_2064,Synpcc7942_2064,100,333,0,0,1,333,1,333,0,679,333,1,<=>
Synpcc7942_2065,Synpcc7942_2065,100,84,0,0,1,84,1,84,2.57E-61,177,84,1,<=>
Synpcc7942_2066,Synpcc7942_2066,100,343,0,0,1,343,1,343,0,702,343,1,<=>
Synpcc7942_2067,Synpcc7942_2067,100,415,0,0,1,415,1,415,0,841,415,1,<=>
Synpcc7942_2068,Synpcc7942_2068,100,184,0,0,1,184,1,184,4.16E-133,367,184,1,<=>
Synpcc7942_2069,Synpcc7942_2069,100,410,0,0,1,410,1,410,0,819,410,1,<=>
Synpcc7942_2070,Synpcc7942_2070,100,362,0,0,1,362,1,362,0,743,362,1,<=>
Synpcc7942_2071,Synpcc7942_2071,100,666,0,0,1,666,1,666,0,1355,666,1,<=>
Synpcc7942_2072,Synpcc7942_2072,100,207,0,0,1,207,1,207,7.82E-152,416,207,1,<=>
Synpcc7942_2073,Synpcc7942_2073,100,655,0,0,1,655,1,655,0,1318,655,1,<=>
Synpcc7942_2074,Synpcc7942_2074,100,376,0,0,1,376,1,376,0,754,376,1,<=>
Synpcc7942_2075,Synpcc7942_2075,100,83,0,0,1,83,1,83,1.63E-57,167,83,1,<=>
Synpcc7942_2076,Synpcc7942_2076,100,350,0,0,1,350,1,350,0,717,350,1,<=>
Synpcc7942_2077,Synpcc7942_2077,100,138,0,0,1,138,1,138,1.43E-100,280,138,1,<=>
Synpcc7942_2078,Synpcc7942_2078,100,212,0,0,1,212,1,212,8.9E-160,436,212,1,<=>
Synpcc7942_2079,Synpcc7942_2079,100,393,0,0,1,393,1,393,0,801,393,1,<=>
Synpcc7942_2080,Synpcc7942_2080,100,796,0,0,1,796,1,796,0,1642,796,1,<=>
Synpcc7942_2081,Synpcc7942_2081,100,316,0,0,1,316,1,316,0,656,316,1,<=>
Synpcc7942_2082,Synpcc7942_2082,100,662,0,0,1,662,1,662,0,1345,662,1,<=>
Synpcc7942_2083,Synpcc7942_2083,100,223,0,0,1,223,1,223,4.02E-156,428,223,1,<=>
Synpcc7942_2084,Synpcc7942_2084,100,339,0,0,1,339,1,339,0,679,339,1,<=>
Synpcc7942_2085,Synpcc7942_2085,100,358,0,0,1,358,1,358,0,699,358,1,<=>
Synpcc7942_2086,Synpcc7942_2086,100,66,0,0,1,66,1,66,1.23E-43,131,66,1,<=>
Synpcc7942_2087,Synpcc7942_2087,100,255,0,0,1,255,1,255,0,509,255,1,<=>
Synpcc7942_2088,Synpcc7942_2088,100,104,0,0,1,104,1,104,3.29E-71,204,104,1,<=>
Synpcc7942_2089,Synpcc7942_2089,100,304,0,0,1,304,1,304,0,619,304,1,<=>
Synpcc7942_2090,Synpcc7942_2090,100,445,0,0,1,445,1,445,0,885,445,1,<=>
Synpcc7942_2091,Synpcc7942_2091,100,612,0,0,1,612,1,612,0,1182,612,1,<=>
Synpcc7942_2092,Synpcc7942_2092,100,513,0,0,1,513,1,513,0,981,513,1,<=>
Synpcc7942_2093,Synpcc7942_2093,100,430,0,0,1,430,1,430,0,893,430,1,<=>
Synpcc7942_2094,Synpcc7942_2094,100,133,0,0,1,133,1,133,1.1E-94,265,133,1,<=>
Synpcc7942_2095,Synpcc7942_2095,100,127,0,0,1,127,1,127,1.92E-92,259,127,1,<=>
Synpcc7942_2096,Synpcc7942_2096,100,664,0,0,1,664,1,664,0,1347,664,1,<=>
Synpcc7942_2097,Synpcc7942_2097,100,306,0,0,1,306,1,306,0,608,306,1,<=>
Synpcc7942_2098,Synpcc7942_2098,100,183,0,0,1,183,1,183,8.7E-138,378,183,1,<=>
Synpcc7942_2099,Synpcc7942_2099,100,289,0,0,1,289,1,289,0,590,289,1,<=>
Synpcc7942_2100,Synpcc7942_2100,100,357,0,0,1,357,1,357,0,741,357,1,<=>
Synpcc7942_2101,Synpcc7942_2101,100,294,0,0,1,294,1,294,0,597,294,1,<=>
Synpcc7942_2102,Synpcc7942_2102,100,79,0,0,1,79,1,79,1.9E-54,159,79,1,<=>
Synpcc7942_2103,Synpcc7942_2103,100,134,0,0,1,134,1,134,1.59E-99,278,134,1,<=>
Synpcc7942_2104,Synpcc7942_2104,100,146,0,0,1,146,1,146,6.54E-106,295,146,1,<=>
Synpcc7942_2105,Synpcc7942_2105,100,289,0,0,1,289,1,289,0,580,289,1,<=>
Synpcc7942_2106,Synpcc7942_2106,100,263,0,0,1,263,1,263,0,504,263,1,<=>
Synpcc7942_2107,Synpcc7942_2107,100,529,0,0,1,529,1,529,0,1095,529,1,<=>
Synpcc7942_2108,Synpcc7942_2108,100,122,0,0,1,122,1,122,2.98E-87,246,122,1,<=>
Synpcc7942_2109,Synpcc7942_2109,100,591,0,0,1,591,1,591,0,1192,591,1,<=>
Synpcc7942_2110,Synpcc7942_2110,100,327,0,0,1,327,1,327,0,646,327,1,<=>
Synpcc7942_2111,Synpcc7942_2111,100,302,0,0,1,302,1,302,0,596,302,1,<=>
Synpcc7942_2112,Synpcc7942_2112,100,180,0,0,1,180,1,180,3.51E-125,346,180,1,<=>
Synpcc7942_2113,Synpcc7942_2113,100,331,0,0,1,331,1,331,0,680,331,1,<=>
Synpcc7942_2114,Synpcc7942_2114,100,387,0,0,1,387,1,387,0,782,387,1,<=>
Synpcc7942_2115,Synpcc7942_2115,100,284,0,0,1,284,1,284,0,574,284,1,<=>
Synpcc7942_2116,Synpcc7942_2116,100,286,0,0,1,286,1,286,0,573,286,1,<=>
Synpcc7942_2117,Synpcc7942_2117,100,479,0,0,1,479,1,479,0,972,479,1,<=>
Synpcc7942_2118,Synpcc7942_2118,100,95,0,0,1,95,1,95,2.16E-69,198,95,1,<=>
Synpcc7942_2119,Synpcc7942_2119,100,519,0,0,1,519,1,519,0,1004,519,1,<=>
Synpcc7942_2120,Synpcc7942_2120,100,138,0,0,1,138,1,138,1.96E-96,270,138,1,<=>
Synpcc7942_2121,Synpcc7942_2121,100,130,0,0,1,130,1,130,7.94E-92,258,130,1,<=>
Synpcc7942_2122,Synpcc7942_2122,100,391,0,0,1,391,1,391,0,808,391,1,<=>
Synpcc7942_2123,Synpcc7942_2123,100,348,0,0,1,348,1,348,0,681,348,1,<=>
Synpcc7942_2124,Synpcc7942_2124,100,323,0,0,1,323,1,323,0,655,323,1,<=>
Synpcc7942_2125,Synpcc7942_2125,100,133,0,0,1,133,1,133,2.31E-92,259,133,1,<=>
Synpcc7942_2126,Synpcc7942_2126,100,134,0,0,1,134,1,134,8.68E-97,271,134,1,<=>
Synpcc7942_2127,Synpcc7942_2127,100,59,0,0,1,59,1,59,2.06E-39,120,59,1,<=>
Synpcc7942_2128,Synpcc7942_2128,100,191,0,0,1,191,1,191,9.95E-141,386,191,1,<=>
Synpcc7942_2129,Synpcc7942_2129,100,134,0,0,1,134,1,134,4.38E-98,274,134,1,<=>
Synpcc7942_2130,Synpcc7942_2130,100,194,0,0,1,194,1,194,1.82E-140,386,194,1,<=>
Synpcc7942_2131,Synpcc7942_2131,100,690,0,0,1,690,1,690,0,1348,690,1,<=>
Synpcc7942_2132,Synpcc7942_2132,100,472,0,0,1,472,1,472,0,950,472,1,<=>
Synpcc7942_2133,Synpcc7942_2133,100,168,0,0,1,168,1,168,1.34E-122,338,168,1,<=>
Synpcc7942_2134,Synpcc7942_2134,100,349,0,0,1,349,1,349,0,692,349,1,<=>
Synpcc7942_2135,Synpcc7942_2135,100,227,0,0,1,227,1,227,1.06E-166,455,227,1,<=>
Synpcc7942_2136,Synpcc7942_2136,100,273,0,0,1,273,1,273,0,555,273,1,<=>
Synpcc7942_2137,Synpcc7942_2137,100,1351,0,0,1,1351,1,1351,0,2789,1351,1,<=>
Synpcc7942_2138,Synpcc7942_2138,100,341,0,0,1,341,1,341,0,698,341,1,<=>
Synpcc7942_2139,Synpcc7942_2139,100,203,0,0,1,203,1,203,3.12E-156,426,203,1,<=>
Synpcc7942_2140,Synpcc7942_2140,100,143,0,0,1,143,1,143,9.54E-106,294,143,1,<=>
Synpcc7942_2141,Synpcc7942_2141,100,154,0,0,1,154,1,154,5.95E-109,303,154,1,<=>
Synpcc7942_2142,Synpcc7942_2142,100,111,0,0,1,111,1,111,3.53E-80,227,111,1,<=>
Synpcc7942_2143,Synpcc7942_2143,100,420,0,0,1,420,1,420,0,868,420,1,<=>
Synpcc7942_2144,Synpcc7942_2144,100,162,0,0,1,162,1,162,8.86E-119,328,162,1,<=>
Synpcc7942_2145,Synpcc7942_2145,100,295,0,0,1,295,1,295,0,596,295,1,<=>
Synpcc7942_2146,Synpcc7942_2146,100,104,0,0,1,104,1,104,8.14E-76,215,104,1,<=>
Synpcc7942_2147,Synpcc7942_2147,100,136,0,0,1,136,1,136,4.11E-100,279,136,1,<=>
Synpcc7942_2148,Synpcc7942_2148,100,340,0,0,1,340,1,340,0,674,340,1,<=>
Synpcc7942_2149,Synpcc7942_2149,100,286,0,0,1,286,1,286,0,553,286,1,<=>
Synpcc7942_2150,Synpcc7942_2150,100,347,0,0,1,347,1,347,0,716,347,1,<=>
Synpcc7942_2151,Synpcc7942_2151,100,737,0,0,1,737,1,737,0,1499,737,1,<=>
Synpcc7942_2152,Synpcc7942_2152,100,419,0,0,1,419,1,419,0,832,419,1,<=>
Synpcc7942_2153,Synpcc7942_2153,100,159,0,0,1,159,1,159,3.64E-121,334,159,1,<=>
Synpcc7942_2154,Synpcc7942_2154,100,67,0,0,1,67,1,67,1.46E-43,131,67,1,<=>
Synpcc7942_2155,Synpcc7942_2155,100,147,0,0,1,147,1,147,1.39E-105,294,147,1,<=>
Synpcc7942_2156,Synpcc7942_2156,100,473,0,0,1,473,1,473,0,988,473,1,<=>
Synpcc7942_2157,Synpcc7942_2157,100,94,0,0,1,94,1,94,4.07E-67,192,94,1,<=>
Synpcc7942_2158,Synpcc7942_2158,100,169,0,0,1,169,1,169,2.4E-121,335,169,1,<=>
Synpcc7942_2159,Synpcc7942_2159,100,310,0,0,1,310,1,310,0,632,310,1,<=>
Synpcc7942_2160,Synpcc7942_2160,100,384,0,0,1,384,1,384,0,780,384,1,<=>
Synpcc7942_2161,Synpcc7942_2161,100,218,0,0,1,218,1,218,2.47E-165,451,218,1,<=>
Synpcc7942_2162,Synpcc7942_2162,100,71,0,0,1,71,1,71,4.52E-47,140,71,1,<=>
Synpcc7942_2163,Synpcc7942_2163,100,162,0,0,1,162,1,162,7.02E-120,331,162,1,<=>
Synpcc7942_2164,Synpcc7942_2164,100,461,0,0,1,461,1,461,0,944,461,1,<=>
Synpcc7942_2165,Synpcc7942_2165,100,126,0,0,1,126,1,126,3E-89,251,126,1,<=>
Synpcc7942_2166,Synpcc7942_2166,100,123,0,0,1,123,1,123,4.23E-87,245,123,1,<=>
Synpcc7942_2167,Synpcc7942_2167,100,150,0,0,1,150,1,150,2.97E-108,301,150,1,<=>
Synpcc7942_2168,Synpcc7942_2168,100,794,0,0,1,794,1,794,0,1627,794,1,<=>
Synpcc7942_2169,Synpcc7942_2169,100,107,0,0,1,107,1,107,1.15E-74,213,107,1,<=>
Synpcc7942_2170,Synpcc7942_2170,100,149,0,0,1,149,1,149,1.12E-109,304,149,1,<=>
Synpcc7942_2171,Synpcc7942_2171,100,176,0,0,1,176,1,176,9.14E-131,360,176,1,<=>
Synpcc7942_2172,Synpcc7942_2172,100,86,0,0,1,86,1,86,1.76E-60,175,86,1,<=>
Synpcc7942_2173,Synpcc7942_2173,100,186,0,0,1,186,1,186,9.28E-138,379,186,1,<=>
Synpcc7942_2174,Synpcc7942_2174,100,209,0,0,1,209,1,209,1.18E-150,413,209,1,<=>
Synpcc7942_2175,Synpcc7942_2175,100,366,0,0,1,366,1,366,0,748,366,1,<=>
Synpcc7942_2176,Synpcc7942_2176,100,381,0,0,1,381,1,381,0,767,381,1,<=>
Synpcc7942_2177,Synpcc7942_2177,100,296,0,0,1,296,1,296,0,561,296,1,<=>
Synpcc7942_2178,Synpcc7942_2178,100,113,0,0,1,113,1,113,2.5E-71,204,113,1,<=>
Synpcc7942_2179,Synpcc7942_2179,100,304,0,0,1,304,1,304,0,615,304,1,<=>
Synpcc7942_2180,Synpcc7942_2180,100,145,0,0,1,145,1,145,7.91E-105,292,145,1,<=>
Synpcc7942_2181,Synpcc7942_2181,100,403,0,0,1,403,1,403,0,791,403,1,<=>
Synpcc7942_2182,Synpcc7942_2182,100,61,0,0,1,61,1,61,7.95E-40,121,61,1,<=>
Synpcc7942_2183,Synpcc7942_2183,100,259,0,0,1,259,1,259,0,531,259,1,<=>
Synpcc7942_2184,Synpcc7942_2184,100,266,0,0,1,266,1,266,0,544,266,1,<=>
Synpcc7942_2185,Synpcc7942_2185,100,134,0,0,1,134,1,134,3.31E-96,269,134,1,<=>
Synpcc7942_2186,Synpcc7942_2186,100,545,0,0,1,545,1,545,0,1044,545,1,<=>
Synpcc7942_2187,Synpcc7942_2187,100,134,0,0,1,134,1,134,1.63E-95,267,134,1,<=>
Synpcc7942_2188,Synpcc7942_2188,100,467,0,0,1,467,1,467,0,926,467,1,<=>
Synpcc7942_2189,Synpcc7942_2189,100,87,0,0,1,87,1,87,4.07E-63,182,87,1,<=>
Synpcc7942_2190,Synpcc7942_2190,100,140,0,0,1,140,1,140,1.15E-105,293,140,1,<=>
Synpcc7942_2191,Synpcc7942_2191,100,243,0,0,1,243,1,243,2.84E-163,447,243,1,<=>
Synpcc7942_2192,Synpcc7942_2192,100,535,0,0,1,535,1,535,0,1075,535,1,<=>
Synpcc7942_2193,Synpcc7942_2193,100,560,0,0,1,560,1,560,0,1133,560,1,<=>
Synpcc7942_2194,Synpcc7942_2194,100,122,0,0,1,122,1,122,3.06E-86,243,122,1,<=>
Synpcc7942_2195,Synpcc7942_2195,100,641,0,0,1,641,1,641,0,1250,641,1,<=>
Synpcc7942_2196,Synpcc7942_2196,100,213,0,0,1,213,1,213,1.58E-150,413,213,1,<=>
Synpcc7942_2197,Synpcc7942_2197,100,367,0,0,1,367,1,367,0,742,367,1,<=>
Synpcc7942_2198,Synpcc7942_2198,100,376,0,0,1,376,1,376,0,764,376,1,<=>
Synpcc7942_2199,Synpcc7942_2199,100,870,0,0,1,870,1,870,0,1796,870,1,<=>
Synpcc7942_2200,Synpcc7942_2200,100,163,0,0,1,163,1,163,1.08E-119,331,163,1,<=>
Synpcc7942_2201,Synpcc7942_2201,100,406,0,0,1,406,1,406,0,819,406,1,<=>
Synpcc7942_2202,Synpcc7942_2202,100,165,0,0,1,165,1,165,1.35E-124,343,165,1,<=>
Synpcc7942_2203,Synpcc7942_2203,100,368,0,0,1,368,1,368,0,749,368,1,<=>
Synpcc7942_2204,Synpcc7942_2204,100,77,0,0,1,77,1,77,8.65E-57,165,77,1,<=>
Synpcc7942_2205,Synpcc7942_2205,100,135,0,0,1,135,1,135,3.84E-97,271,135,1,<=>
Synpcc7942_2206,Synpcc7942_2206,100,151,0,0,1,151,1,151,1.44E-113,314,151,1,<=>
Synpcc7942_2207,Synpcc7942_2207,100,294,0,0,1,294,1,294,0,603,294,1,<=>
Synpcc7942_2208,Synpcc7942_2208,100,116,0,0,1,116,1,116,5.66E-83,234,116,1,<=>
Synpcc7942_2209,Synpcc7942_2209,100,309,0,0,1,309,1,309,0,629,309,1,<=>
Synpcc7942_2210,Synpcc7942_2210,100,130,0,0,1,130,1,130,2.82E-93,261,130,1,<=>
Synpcc7942_2211,Synpcc7942_2211,100,125,0,0,1,125,1,125,1.23E-86,244,125,1,<=>
Synpcc7942_2212,Synpcc7942_2212,100,37,0,0,1,37,1,37,3.52E-21,72.8,37,1,<=>
Synpcc7942_2213,Synpcc7942_2213,100,186,0,0,1,186,1,186,4.96E-133,367,186,1,<=>
Synpcc7942_2214,Synpcc7942_2214,100,439,0,0,1,439,1,439,0,857,439,1,<=>
Synpcc7942_2215,Synpcc7942_2215,100,147,0,0,1,147,1,147,2.16E-105,293,147,1,<=>
Synpcc7942_2216,Synpcc7942_2216,100,180,0,0,1,180,1,180,2.38E-128,354,180,1,<=>
Synpcc7942_2217,Synpcc7942_2217,100,120,0,0,1,120,1,120,4.28E-85,240,120,1,<=>
Synpcc7942_2218,Synpcc7942_2218,100,179,0,0,1,179,1,179,4.77E-126,348,179,1,<=>
Synpcc7942_2219,Synpcc7942_2219,100,133,0,0,1,133,1,133,8.51E-97,271,133,1,<=>
Synpcc7942_2220,Synpcc7942_2220,100,179,0,0,1,179,1,179,7.83E-131,360,179,1,<=>
Synpcc7942_2221,Synpcc7942_2221,100,113,0,0,1,113,1,113,2.42E-79,225,113,1,<=>
Synpcc7942_2222,Synpcc7942_2222,100,121,0,0,1,121,1,121,1.7E-84,238,121,1,<=>
Synpcc7942_2223,Synpcc7942_2223,100,82,0,0,1,82,1,82,1.62E-55,162,82,1,<=>
Synpcc7942_2224,Synpcc7942_2224,100,64,0,0,1,64,1,64,8.59E-42,126,64,1,<=>
Synpcc7942_2225,Synpcc7942_2225,100,142,0,0,1,142,1,142,2.72E-103,288,142,1,<=>
Synpcc7942_2226,Synpcc7942_2226,100,244,0,0,1,244,1,244,1.12E-178,487,244,1,<=>
Synpcc7942_2227,Synpcc7942_2227,100,117,0,0,1,117,1,117,2.69E-85,240,117,1,<=>
Synpcc7942_2228,Synpcc7942_2228,100,91,0,0,1,91,1,91,1.63E-65,188,91,1,<=>
Synpcc7942_2229,Synpcc7942_2229,100,287,0,0,1,287,1,287,0,573,287,1,<=>
Synpcc7942_2230,Synpcc7942_2230,100,100,0,0,1,100,1,100,1.35E-69,199,100,1,<=>
Synpcc7942_2231,Synpcc7942_2231,100,210,0,0,1,210,1,210,2.54E-154,422,210,1,<=>
Synpcc7942_2232,Synpcc7942_2232,100,213,0,0,1,213,1,213,1.22E-156,428,213,1,<=>
Synpcc7942_2233,Synpcc7942_2233,100,105,0,0,1,105,1,105,3.44E-73,209,105,1,<=>
Synpcc7942_2234,Synpcc7942_2234,100,158,0,0,1,158,1,158,1.04E-113,315,158,1,<=>
Synpcc7942_2235,Synpcc7942_2235,100,235,0,0,1,235,1,235,1.39E-178,486,235,1,<=>
