Experiment,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,Swift,publication,biosample_strain,biosample_genotype,project,condition,reference_condition,post_induction_time,strain_description,base_media,carbon_source,carbon_ml/min,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,entrainment,post_entrainment_condition,growth_phase,OD_wavelength,OD,fluorescent light,light_flux_umol/m2/s,skip,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation
SRX3312476,SRR6202560,2017-12-15 12:51:13,2017-10-23 09:41:59,11363112,568155600,0,50,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202560.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618438,SAMN07822172,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827763,,,,,,,no,,,,,GEO,SRA622643,,public,DB89D50DFEE4F3E4171DC05D639FB60E,6A3CFF9CAD1F042535E9FF48DD009C52,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,,ppGpp,,,,,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312477,SRR6202561,2017-12-15 12:51:13,2017-10-23 09:43:06,5718671,285933550,0,50,129,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202561.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618439,SAMN07822178,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827764,,,,,,,no,,,,,GEO,SRA622643,,public,AB65DCE71322CDE86EBCE9E87C1503D3,3790F3272BB9E658CCBF7F45CAA193EB,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,0m,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312478,SRR6202562,2017-12-15 12:51:13,2017-10-23 09:41:40,7335142,366757100,0,50,164,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202562.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618440,SAMN07822171,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827765,,,,,,,no,,,,,GEO,SRA622643,,public,77F166B07BA01355359AADA1ED547D3D,7EFF3B699910268BB9FB5070FD6724A7,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_005,0wt_dawn_000,5m,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312479,SRR6202563,2017-12-15 12:51:13,2017-10-23 09:41:53,8656998,432849900,0,50,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202563.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618441,SAMN07822170,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827766,,,,,,,no,,,,,GEO,SRA622643,,public,1559B5D74BC4852CC9C0ACCD2F38E950,221F283D440DB8E1C0EFD4AF0370A13C,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_015,0wt_dawn_000,15m,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312480,SRR6202564,2017-12-15 12:51:13,2017-10-23 09:42:57,8903099,445154950,0,50,202,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202564.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618442,SAMN07822169,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827767,,,,,,,no,,,,,GEO,SRA622643,,public,858A1FEF81D8994D205D1AAF06B0D3A8,BEE9970272C0D712F361578A5638A471,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_030,0wt_dawn_000,30m,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312481,SRR6202565,2017-12-15 12:51:13,2017-10-23 09:43:02,9926005,496300250,0,50,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202565.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618443,SAMN07822168,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827768,,,,,,,no,,,,,GEO,SRA622643,,public,588107AB21907CB87A88A08CAC42CB4E,2BC99C386BA15F60CD500F405808C8B9,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_060,0wt_dawn_000,1h,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312482,SRR6202566,2017-12-15 12:51:13,2017-10-23 09:42:44,7046709,352335450,0,50,167,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202566.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618444,SAMN07822167,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827769,,,,,,,no,,,,,GEO,SRA622643,,public,A1E68AB96616E1BA9CD62CEF96EF2E3A,A5D5B39ECF9409971295678453678C40,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_120,0wt_dawn_000,2h,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312483,SRR6202567,2017-12-15 12:51:13,2017-10-23 09:43:17,9259704,462985200,0,50,205,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202567.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618445,SAMN07822166,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827770,,,,,,,no,,,,,GEO,SRA622643,,public,C922A7CFF311FA6A9B8A7A915C0EB049,43FA7223F5204F21C54FA8DF3079776B,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_240,0wt_dawn_000,4h,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312484,SRR6202568,2017-12-15 12:51:13,2017-10-23 09:43:13,9547792,477389600,0,50,213,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202568.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618446,SAMN07822165,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827771,,,,,,,no,,,,,GEO,SRA622643,,public,BC7802F55840CE00FDECB8012222E851,7768DF6F53B641B128A125D34689721F,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_480,0wt_dawn_000,8h,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312485,SRR6202569,2017-12-15 12:51:13,2017-10-23 09:43:31,11252905,562645250,0,50,249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202569.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618447,SAMN07822164,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827772,,,,,,,no,,,,,GEO,SRA622643,,public,7FF7412D579D09EC9B9A2EBD5A35A01A,34D9942FCE0932DC056F4E7ED7358ACD,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_720,0wt_dawn_000,12h,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312486,SRR6202570,2017-12-15 12:51:13,2017-10-23 09:41:55,10164707,508235350,0,50,230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202570.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618448,SAMN07822163,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827773,,,,,,,no,,,,,GEO,SRA622643,,public,4501718F2655695274D50FC5F8617247,E1AE6F79D21D40F5F9437DBBB0715097,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_000,0wt_dawn_000,0m,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312487,SRR6202571,2017-12-15 12:51:13,2017-10-23 09:41:53,8480856,424042800,0,50,191,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202571.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618449,SAMN07822162,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827774,,,,,,,no,,,,,GEO,SRA622643,,public,CDE7F68B948C166ECF640C50D5AC0998,5A4509C98E0C808321F166567CC6CA8F,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_005,0wt_dawn_000,5m,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312488,SRR6202572,2017-12-15 12:51:13,2017-10-23 09:41:53,9936081,496804050,0,50,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202572.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618450,SAMN07822161,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827775,,,,,,,no,,,,,GEO,SRA622643,,public,C14BABD9E64DF96184EFA82291B6BE8D,CE6F71228A6C50341BD9C702D2EE7656,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_015,0wt_dawn_000,15m,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312489,SRR6202573,2017-12-15 12:51:13,2017-10-23 09:41:51,7914507,395725350,0,50,178,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202573.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618451,SAMN07822160,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827776,,,,,,,no,,,,,GEO,SRA622643,,public,47AABD19E324E1695449B1DF95779355,60727D27DD33BA8235D65B0FBE440BFB,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_030,0wt_dawn_000,30m,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312490,SRR6202574,2017-12-15 12:51:13,2017-10-23 09:42:21,9304771,465238550,0,50,209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202574.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618452,SAMN07822159,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827777,,,,,,,no,,,,,GEO,SRA622643,,public,05C03136481460423C757BDDA841DE14,2601E2432A8D2E2C260D52919553AEDF,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_060,0wt_dawn_000,1h,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312491,SRR6202575,2017-12-15 12:51:13,2017-10-23 09:41:25,3426366,171318300,0,50,77,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202575.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618454,SAMN07822158,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827778,,,,,,,no,,,,,GEO,SRA622643,,public,E1F1594B82C0A5BCC3372159FD45BD94,771AAC2829800C695FFFA5842946DD92,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_120,0wt_dawn_000,2h,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312492,SRR6202576,2017-12-15 12:51:13,2017-10-23 09:44:16,22980793,1149039650,0,50,516,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202576.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618455,SAMN07822157,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827779,,,,,,,no,,,,,GEO,SRA622643,,public,8A5BAD4EABC6E8FCD240E5366C99FF39,8125EDEF153B0BCC997807B673A7C1B9,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,,ppGpp,,,,,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312493,SRR6202577,2017-12-15 12:51:13,2017-10-23 09:42:08,10513016,525650800,0,50,234,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202577.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618456,SAMN07822156,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827780,,,,,,,no,,,,,GEO,SRA622643,,public,DE076A48E834A5D9737DAE86E324DE42,C555F953A3380437A82AA2A24675E6C6,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,,ppGpp,,,,,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3312494,SRR6202578,2017-12-15 12:51:13,2017-10-23 09:41:51,6192125,309606250,0,50,138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202578.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP120955,PRJNA415380,2,415380,SRS2618457,SAMN07822155,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2827781,,,,,,,no,,,,,GEO,SRA622643,,public,BA36C744C8F6B668FFF240C696429249,0482BAD829E7EFF83CE1119F27077A3A,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,,ppGpp,,,,,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX359366,SRR1001850,2013-12-04 16:41:15,2013-09-24 07:27:35,13660580,696689580,0,51,381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001850/SRR1001850.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487002,SAMN02362680,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238982,,,,,,,no,,,,,GEO,SRA103947,,public,1A7BD3E350A55674E7FB433C9E3769B2,C36E75E98A6940ED7ACFDA574A4372CD,,,,24315105,EOC113,,clock,wt_24h,wt_24h,ZT 24h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359367,SRR1001851,2013-12-04 16:41:15,2013-09-24 07:27:15,12018370,612936870,0,51,330,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001851/SRR1001851.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487001,SAMN02362695,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238983,,,,,,,no,,,,,GEO,SRA103947,,public,770692A8B14F946171DEFA968E0D3A52,375D64803163F1BB25028A4F959EFDFE,,,,24315105,EOC113,,clock,wt_28h,wt_24h,ZT 28h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359368,SRR1001852,2013-12-04 16:41:15,2013-09-24 07:27:21,11935064,608688264,0,51,327,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001852/SRR1001852.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487003,SAMN02362687,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238984,,,,,,,no,,,,,GEO,SRA103947,,public,0582BCF5AE13061D2E4965BEAAD64526,30552209E8AF701E7670A38F44E8A00A,,,,24315105,EOC113,,clock,wt_32h,wt_24h,ZT 32h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359369,SRR1001853,2013-12-04 16:41:15,2013-09-24 07:27:58,14202263,724315413,0,51,390,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001853/SRR1001853.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487004,SAMN02362681,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238985,,,,,,,no,,,,,GEO,SRA103947,,public,908136AF6551B75F8D45C107A3728B0E,EBA33A5AE9301AFCF74287AE6A792B19,,,,24315105,EOC113,,clock,wt_36h,wt_24h,ZT 36h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359370,SRR1001854,2013-12-04 16:41:15,2013-09-24 07:27:23,11456135,584262885,0,51,313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001854/SRR1001854.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487005,SAMN02362692,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238986,,,,,,,no,,,,,GEO,SRA103947,,public,2504CD6CCF74E8251CA6ADD2652406E0,ED72CAAD319DD51D845759BCE3F287F5,,,,24315105,EOC113,,clock,wt_40h,wt_24h,ZT 40h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359371,SRR1001855,2013-12-04 16:41:15,2013-09-24 07:27:32,12173405,620843655,0,51,337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001855/SRR1001855.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487006,SAMN02362691,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238987,,,,,,,no,,,,,GEO,SRA103947,,public,13337CD6522FAD9B49DB526AD3AFB697,59C653370D3CEF1D95566415C3636E8B,,,,24315105,EOC113,,clock,wt_44h,wt_24h,ZT 44h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359372,SRR1001856,2013-12-04 16:41:15,2013-09-24 07:27:03,9586421,488907471,0,51,266,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001856/SRR1001856.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487007,SAMN02362683,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238988,,,,,,,no,,,,,GEO,SRA103947,,public,61AE875C5D0B4DFCB48067F638CE5705,75B209CD0BFB1039ED060676C3B217F4,,,,24315105,EOC346,,clock,kaiBC-_IPTG_00h,wt_24h,0h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359373,SRR1001857,2013-12-04 16:41:15,2013-09-24 07:27:10,11591498,591166398,0,51,323,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001857/SRR1001857.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487008,SAMN02362697,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238989,,,,,,,no,,,,,GEO,SRA103947,,public,D48A641CE78BC9D31A9C7DF4A6903CA9,7533D23F21B4C3ECA7AE8547F78753C3,,,,24315105,EOC346,,clock,kaiBC-_IPTG_0.5h,wt_24h,0.5h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359374,SRR1001858,2013-12-04 16:41:15,2013-09-24 07:27:36,12656905,645502155,0,51,347,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001858/SRR1001858.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487009,SAMN02362688,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238990,,,,,,,no,,,,,GEO,SRA103947,,public,796C7913BDA032D986039FF13BAE0AC1,2578A59ACC8643CA874A6D81A5DE5122,,,,24315105,EOC346,,clock,kaiBC-_IPTG_02h,wt_24h,2h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359375,SRR1001859,2013-12-04 16:41:15,2013-09-24 07:28:24,11791911,601387461,0,51,320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001859/SRR1001859.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487010,SAMN02362682,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238991,,,,,,,no,,,,,GEO,SRA103947,,public,0EADA2509EDC3570F735636A6FE37924,9956BCCF11B1E4B2AE89EB142AE5ADF3,,,,24315105,EOC346,,clock,kaiBC-_IPTG_03h,wt_24h,3h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359376,SRR1001860,2013-12-04 16:41:15,2013-09-24 07:26:51,10505596,535785396,0,51,291,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001860/SRR1001860.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487011,SAMN02362694,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238992,,,,,,,no,,,,,GEO,SRA103947,,public,02E249CD79E719888B8094406F3CE9D1,92801D5BDD8D5F35CC26604789A7D31B,,,,24315105,EOC346,,clock,kaiBC-_IPTG_06h,wt_24h,6h,,,,,,,,,,,,,,,,,,,True,True,True
