Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Swift	publication	biosample_strain	biosample_genotype	project	condition	reference_condition	post_induction_time	strain_description	base_media	carbon_source	carbon_ml/min	nitrogen_source	inducer_agent	aerobicity	inoculation	supplement	temperature	entrainment	post_entrainment_condition	growth_phase	OD_wavelength	OD	fluorescent light	intensity	light_flux_umol/m2/s	skip	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_replicate_correlations
SRX3159661	SRR6004402	2017-12-15 12:59:15	2017-09-05 11:16:19	18128276.0	906413800.0	0.0	50.0	380.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004402.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490794	SAMN07604659	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771781							no					GEO	SRA605279		public	1D9F3D7CFC4A2DDA1424D403407BE8CE	B31BC5E48CDF88C26DEB1D83756DFA2D				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relA+	ppGpp_1	rel_relA+_dawn_000	wt_dawn_000	CT = 0; 0m	rel- + relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:rel_relA+_dawn_000	True
SRX3159662	SRR6004403	2017-12-15 12:59:15	2017-09-05 11:16:57	21252494.0	1062624700.0	0.0	50.0	443.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004403.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490797	SAMN07604658	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771782							no					GEO	SRA605279		public	64528595A01D8C3F1B69E57DCAEE38D7	F6CA9C954E7C382E3DC1226775BD5A68				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relA+	ppGpp_1	rel_relA+_dawn_000	wt_dawn_000	CT = 0; 0m	rel- + relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:rel_relA+_dawn_000	True
SRX3159663	SRR6004404	2017-12-15 12:59:15	2017-09-05 11:16:37	17171120.0	858556000.0	0.0	50.0	361.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004404.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490796	SAMN07604668	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771783							no					GEO	SRA605279		public	BB66E8CAE4588958A7D2E4579CC4C1EF	1D661FA2A10C86D22EC7AB8C87CD2B5E				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relA+	ppGpp_2	rel_relA+_dusk_000	wt_dusk_000	CT = 12; 0m	rel- + relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_relA+_dusk_000	True
SRX3159664	SRR6004405	2017-12-15 12:59:15	2017-09-05 11:16:47	19459621.0	972981050.0	0.0	50.0	404.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004405.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490798	SAMN07604669	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771784							no					GEO	SRA605279		public	DF912A20EA7E2BB1CF5C3C79E83783B6	842754201C6F3A354F035DA1568AD8D6				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relA+	ppGpp_2	rel_relA+_dusk_000	wt_dusk_000	CT = 12; 0m	rel- + relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_relA+_dusk_000	True
SRX3159665	SRR6004406	2017-12-15 12:59:15	2017-09-05 11:16:19	16040799.0	802039950.0	0.0	50.0	334.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004406.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490799	SAMN07604671	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771785							no					GEO	SRA605279		public	8935BF49B4576D80FDEABF907F390082	09CD7F1D01E981096B4625BFBD80829C				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relAE335Q	ppGpp_1	rel_relAE335Q_dawn_000	wt_dawn_000	CT = 0; 0m	rel- + relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:rel_relAE335Q_dawn_000	True
SRX3159666	SRR6004407	2017-12-15 12:59:15	2017-09-05 11:16:34	17278594.0	863929700.0	0.0	50.0	360.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004407.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490800	SAMN07604670	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771786							no					GEO	SRA605279		public	27A80109802A28F42D54F0271A9D2D4A	56280EE782E8790E5610B5903233B42E				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relAE335Q	ppGpp_1	rel_relAE335Q_dawn_000	wt_dawn_000	CT = 0; 0m	rel- + relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:rel_relAE335Q_dawn_000	True
SRX3159667	SRR6004408	2017-12-15 12:59:15	2017-09-05 11:16:12	13327653.0	666382650.0	0.0	50.0	276.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004408.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490801	SAMN07604673	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771787							no					GEO	SRA605279		public	788424AD9E46FA729404ED1B398DEE47	B8751F2CE802874E164B51D0EA2FAC66				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relAE335Q	ppGpp_2	rel_relAE335Q_dusk_000	wt_dusk_000	CT = 12; 0m	rel- + relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_relAE335Q_dusk_000	True
SRX3159668	SRR6004409	2017-12-15 12:59:15	2017-09-05 11:16:32	17028987.0	851449350.0	0.0	50.0	355.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004409.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117071	PRJNA401777	2.0	401777.0	SRS2490802	SAMN07604672	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771788							no					GEO	SRA605279		public	9C804054406401C864A43B84B6A5D7B9	1781F5CEA1551E5982461C3DC6E5CF50				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- + relAE335Q	ppGpp_2	rel_relAE335Q_dusk_000	wt_dusk_000	CT = 12; 0m	rel- + relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_relAE335Q_dusk_000	True
SRX3176781	SRR6026320	2017-12-15 12:47:05	2017-09-11 13:17:22	15219015.0	760950750.0	0.0	50.0	317.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026320.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506476	SAMN07629689	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779438							no					GEO	SRA607160		public	F0DAAFB823D78664EDBAEF46D5978A65	D3533D62120078876F2F0BFD34185805				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_005	wt_dark_005	5m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_005	True
SRX3176782	SRR6026321	2017-12-15 12:47:05	2017-09-11 13:17:06	10893187.0	544659350.0	0.0	50.0	226.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026321.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506477	SAMN07629688	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779439							no					GEO	SRA607160		public	181378763075F815C41449D2712E4DF1	00B85F16C556071B84A4C666BF3526A1				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_015	wt_dark_005	15m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_015	True
SRX3176783	SRR6026322	2017-12-15 12:47:05	2017-09-11 13:19:18	17146733.0	857336650.0	0.0	50.0	357.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026322.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506478	SAMN07629687	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779440							no					GEO	SRA607160		public	7DB189889F390AC40A271B7B496E4342	BACE51743982DA6110BAEA2377FB4477				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_030	wt_dark_005	30m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_030	True
SRX3176784	SRR6026323	2017-12-15 12:47:05	2017-09-11 13:19:34	14669490.0	733474500.0	0.0	50.0	307.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026323.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506479	SAMN07629686	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779441							no					GEO	SRA607160		public	67D3134D9FF380FBCD8A9E96AC7081F0	894B2A3E06AC7AC66AF2FB3445893777				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_060	wt_dark_005	1h	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_060	True
SRX3176785	SRR6026324	2017-12-15 12:47:05	2017-09-11 13:19:27	16892576.0	844628800.0	0.0	50.0	348.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026324.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506480	SAMN07629685	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779442							no					GEO	SRA607160		public	49C72E4C8C93B08DB726BB0C6605461A	2DDAEDD4DEED254A279D5DED671AF80B				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_120	wt_dark_005	12h	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_120	True
SRX3176787	SRR6026326	2017-12-15 12:47:05	2017-09-11 13:18:44	12288862.0	614443100.0	0.0	50.0	254.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026326.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506482	SAMN07629656	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779444							no					GEO	SRA607160		public	4F99C1996630F78BF1AD07B874781BC0	63A9F8C8C60227879D9125D115C46903				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_480	wt_dark_005	8h	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_480	True
SRX3176789	SRR6026328	2017-12-15 12:47:05	2017-09-11 13:18:30	10865195.0	543259750.0	0.0	50.0	225.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026328.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506484	SAMN07629683	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779446							no					GEO	SRA607160		public	39BF73BA314F3883300C5EEE583777BA	2E9DA728F3879772214CEE8AE18546B7				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- replicate 1	ppGpp_2	rel_dusk_000	wt_dusk_000	0m	rel-	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_dusk_000	True
SRX3176799	SRR6026338	2017-12-15 12:47:05	2017-09-11 13:18:35	8272300.0	413615000.0	0.0	50.0	231.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026338.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506494	SAMN07629676	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779456							no					GEO	SRA607160		public	A0F3F319669E9FE0F0A4FF7B18704AF4	2ADFC37107593131037034884BCCF0D7				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_005	wt_dark_005	5m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_005	True
SRX3176800	SRR6026339	2017-12-15 12:47:05	2017-09-11 13:18:43	9228198.0	461409900.0	0.0	50.0	256.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026339.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506495	SAMN07629672	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779457							no					GEO	SRA607160		public	D9BB3576753F46D609F858BED5B092DF	4640D297A75F129A8B24D32163AC5B73				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_015	wt_dark_005	15m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_015	True
SRX3176801	SRR6026340	2017-12-15 12:47:05	2017-09-11 13:18:47	9039329.0	451966450.0	0.0	50.0	254.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026340.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506496	SAMN07629671	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779458							no					GEO	SRA607160		public	63C0E40887AB70FE16A7BCACF4FE4FDB	B98824F54336BF53F38E953E7288DC82				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_030	wt_dark_005	30m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_030	True
SRX3176802	SRR6026341	2017-12-15 12:47:05	2017-09-11 13:18:27	7662295.0	383114750.0	0.0	50.0	212.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026341.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506497	SAMN07629670	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779459							no					GEO	SRA607160		public	CFAD2654713EDE7652D1B35F3A33640B	356FF322479C10BF1911C2D80B50C040				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_060	wt_dark_005	1h	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_060	True
SRX3176803	SRR6026342	2017-12-15 12:47:05	2017-09-11 13:18:31	7920633.0	396031650.0	0.0	50.0	219.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026342.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506498	SAMN07629669	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779460							no					GEO	SRA607160		public	C199C4A4FAA2BB32CF9F462DD5E1D3A3	7A031140BD628D0D6AD564882F0CBF56				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_120	wt_dark_005	2h	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_120	True
SRX3176805	SRR6026344	2017-12-15 12:47:05	2017-09-11 13:18:34	10630626.0	531531300.0	0.0	50.0	291.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026344.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117265	PRJNA404081	2.0	404081.0	SRS2506500	SAMN07629667	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2779462							no					GEO	SRA607160		public	1DD3D241868A1FF03D0AB64150B31AB1	D2F108FE0242344B55B9141AA8310460				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_6	wt_dark_480	wt_dark_005	8h	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:wt_dark_480	True
SRX3211301	SRR6069416	2017-12-18 09:18:10	2017-09-25 11:59:00	7891202.0	394560100.0	0.0	50.0	199.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069416.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536063	SAMN07693174	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792426							no					GEO	SRA612636		public	0104F66AC0FBBE0933EB79B99F55A8EF	2DBA65C686424665DA51285D0EA19C55				29239721	PCC 7942	WT	light_1	HP_60m_dawn_9h	HP_dawn_8h	9h since dawn, time 60 min	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_60m_dawn_9h	True
SRX3211302	SRR6069417	2017-12-18 09:18:10	2017-09-25 11:58:55	8382685.0	419134250.0	0.0	50.0	203.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069417.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536065	SAMN07693173	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792427							no					GEO	SRA612636		public	9F892F60B288D9AAC8020615338D8719	8C2611BC35E81DB86B63F792888D3B5B				29239721	PCC 7942	WT	light_1	HP_15mLL_dawn_9.25h	HP_dawn_8h	9.25h since dawn, Time 15 min return	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_15mLL_dawn_9.25h	True
SRX3211303	SRR6069418	2017-12-18 09:18:10	2017-09-25 11:58:52	7991539.0	399576950.0	0.0	50.0	203.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069418.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536064	SAMN07693172	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792428							no					GEO	SRA612636		public	C9C15D3DAEDCFDBDCC7D2B22EB512226	E50819B5809B035B99142CCE62E19B80				29239721	PCC 7942	WT	light_1	HP_15mLL_dawn_9.25h	HP_dawn_8h	9.25h since dawn, Time 15 min return	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_15mLL_dawn_9.25h	True
SRX3211304	SRR6069377	2017-12-18 09:18:10	2017-09-25 11:58:20	8905157.0	445257850.0	0.0	50.0	216.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069377.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536066	SAMN07693163	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792387							no					GEO	SRA612636		public	B8D8AE1E196D4EA4B53DEEABD38D5C47	F59E9881AD8D3EE58ED16856DF4A67A2				29239721	PCC 7942	WT	light_3	LL_dawn_0.5h	LL_dawn_0.5h	0.5h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_0.5h	True
SRX3211305	SRR6069378	2017-12-18 09:18:10	2017-09-25 11:58:44	10596450.0	529822500.0	0.0	50.0	268.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069378.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536068	SAMN07693162	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792388							no					GEO	SRA612636		public	CDBE28BB44E93B5D8E41DF8827B7E389	9936D53AB285F440F2EAAC8F9D0FA058				29239721	PCC 7942	WT	light_3	LL_dawn_0.5h	LL_dawn_0.5h	0.5h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_0.5h	True
SRX3211306	SRR6069379	2017-12-18 09:18:10	2017-09-25 11:58:13	7706914.0	385345700.0	0.0	50.0	187.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069379.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536067	SAMN07693161	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792389							no					GEO	SRA612636		public	0E6F0BB5D1EFB27A63650EA27843CE26	E69DE1DA86C5FF7C5A302B3D0F3A211C				29239721	PCC 7942	WT	light_3	LL_dawn_2h	LL_dawn_0.5h	2h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_2h	True
SRX3211307	SRR6069380	2017-12-18 09:18:10	2017-09-25 11:58:25	10511432.0	525571600.0	0.0	50.0	266.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069380.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536069	SAMN07693160	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792390							no					GEO	SRA612636		public	A8185C5222DFFB076E8011791F010C54	2C1D8D2BA94A83FD06F067377DED6761				29239721	PCC 7942	WT	light_3	LL_dawn_2h	LL_dawn_0.5h	2h since dawn	WT	BG-11												750.0	0.3					True	True	True	light_3:LL_dawn_2h	True
